Date;Open;High;Low;Close;Adj Close;Volume
01/12/2008;1.185.750.000;1.185.750.000;1.091.160.034;1.091.160.034;1.091.160.034;1904470000
02/12/2008;1.109.989.990;1.132.930.054;1.091.040.039;1.130.000.000;1.130.000.000;2056730000
03/12/2008;1.103.939.941;1.166.199.951;1.101.630.005;1.166.199.951;1.166.199.951;2240150000
04/12/2008;1.144.300.049;1.168.650.024;1.110.660.034;1.127.750.000;1.127.750.000;2020110000
05/12/2008;1.113.449.951;1.180.089.966;1.096.089.966;1.177.869.995;1.177.869.995;2177720000
08/12/2008;1.202.780.029;1.237.180.054;1.196.910.034;1.225.060.059;1.225.060.059;2290810000
09/12/2008;1.204.719.971;1.251.560.059;1.202.140.015;1.212.449.951;1.212.449.951;2246470000
10/12/2008;1.223.479.980;1.236.530.029;1.203.719.971;1.222.380.005;1.222.380.005;1955600000
11/12/2008;1.210.839.966;1.229.020.020;1.176.109.985;1.180.459.961;1.180.459.961;2018190000
12/12/2008;1.161.589.966;1.212.000.000;1.157.150.024;1.206.650.024;1.206.650.024;1869900000
15/12/2008;1.206.880.005;1.206.880.005;1.167.449.951;1.181.869.995;1.181.869.995;1677890000
16/12/2008;1.194.819.946;1.244.810.059;1.194.630.005;1.243.489.990;1.243.489.990;2180960000
17/12/2008;1.225.680.054;1.242.180.054;1.211.459.961;1.225.859.985;1.225.859.985;2111370000
18/12/2008;1.227.310.059;1.234.140.015;1.192.699.951;1.204.689.941;1.204.689.941;2092320000
19/12/2008;1.219.650.024;1.235.239.990;1.210.910.034;1.217.189.941;1.217.189.941;2651440000
22/12/2008;1.212.310.059;1.214.550.049;1.169.229.980;1.189.150.024;1.189.150.024;1629320000
23/12/2008;1.194.640.015;1.204.609.985;1.175.839.966;1.183.189.941;1.183.189.941;1331050000
24/12/2008;1.186.619.995;1.187.979.980;1.179.290.039;1.184.300.049;1.184.300.049;490990000
26/12/2008;1.189.569.946;1.190.530.029;1.178.680.054;1.185.439.941;1.185.439.941;592760000
29/12/2008;1.185.959.961;1.188.050.049;1.158.069.946;1.173.150.024;1.173.150.024;1186240000
30/12/2008;1.182.150.024;1.203.410.034;1.177.920.044;1.201.339.966;1.201.339.966;1374180000
31/12/2008;1.202.260.010;1.223.459.961;1.199.530.029;1.211.650.024;1.211.650.024;1521220000
02/01/2009;1.212.739.990;1.266.449.951;1.208.910.034;1.263.699.951;1.263.699.951;1438410000
05/01/2009;1.254.699.951;1.274.109.985;1.244.890.015;1.262.520.020;1.262.520.020;1816580000
06/01/2009;1.274.359.985;1.286.079.956;1.265.530.029;1.274.489.990;1.274.489.990;2137640000
07/01/2009;1.249.979.980;1.256.339.966;1.228.319.946;1.238.599.976;1.238.599.976;2020170000
08/01/2009;1.231.750.000;1.252.520.020;1.223.810.059;1.252.520.020;1.252.520.020;1968160000
09/01/2009;1.252.599.976;1.252.949.951;1.217.589.966;1.223.010.010;1.223.010.010;1907390000
12/01/2009;1.225.119.995;1.225.780.029;1.188.209.961;1.201.130.005;1.201.130.005;1763590000
13/01/2009;1.200.920.044;1.219.050.049;1.186.949.951;1.202.650.024;1.202.650.024;1965570000
14/01/2009;1.183.790.039;1.190.420.044;1.157.890.015;1.163.420.044;1.163.420.044;1919980000
15/01/2009;1.159.939.941;1.192.449.951;1.141.739.990;1.183.520.020;1.183.520.020;2507870000
16/01/2009;1.199.199.951;1.202.810.059;1.167.339.966;1.198.140.015;1.198.140.015;2235070000
20/01/2009;1.193.979.980;1.195.890.015;1.136.609.985;1.136.609.985;1.136.609.985;1989610000
21/01/2009;1.156.650.024;1.186.430.054;1.142.329.956;1.185.760.010;1.185.760.010;2120080000
22/01/2009;1.161.949.951;1.187.709.961;1.149.310.059;1.168.079.956;1.168.079.956;2286190000
23/01/2009;1.148.609.985;1.192.640.015;1.144.410.034;1.175.890.015;1.175.890.015;2210840000
26/01/2009;1.177.439.941;1.202.939.941;1.169.209.961;1.184.560.059;1.184.560.059;1815400000
27/01/2009;1.185.810.059;1.202.050.049;1.184.420.044;1.194.410.034;1.194.410.034;1784110000
28/01/2009;1.213.839.966;1.245.979.980;1.213.239.990;1.235.910.034;1.235.910.034;2122250000
29/01/2009;1.217.750.000;1.220.719.971;1.198.760.010;1.203.849.976;1.203.849.976;1932100000
30/01/2009;1.212.310.059;1.216.459.961;1.176.819.946;1.180.250.000;1.180.250.000;2054590000
02/02/2009;1.168.130.005;1.203.530.029;1.167.489.990;1.195.750.000;1.195.750.000;1987080000
03/02/2009;1.198.790.039;1.218.910.034;1.180.250.000;1.215.660.034;1.215.660.034;2049840000
04/02/2009;1.215.640.015;1.243.680.054;1.210.979.980;1.215.430.054;1.215.430.054;2197050000
05/02/2009;1.200.260.010;1.250.140.015;1.199.530.029;1.245.109.985;1.245.109.985;2511750000
06/02/2009;1.244.430.054;1.280.400.024;1.243.859.985;1.277.489.990;1.277.489.990;2389530000
09/02/2009;1.276.719.971;1.286.810.059;1.267.859.985;1.281.650.024;1.281.650.024;1906940000
10/02/2009;1.269.479.980;1.286.900.024;1.223.540.039;1.229.290.039;1.229.290.039;2443370000
11/02/2009;1.231.619.995;1.239.920.044;1.208.530.029;1.227.050.049;1.227.050.049;2236450000
12/02/2009;1.212.020.020;1.243.589.966;1.204.380.005;1.242.810.059;1.242.810.059;2428250000
13/02/2009;1.240.810.059;1.250.109.985;1.231.630.005;1.236.849.976;1.236.849.976;1990190000
17/02/2009;1.197.589.966;1.204.540.039;1.180.430.054;1.187.040.039;1.187.040.039;2335370000
18/02/2009;1.193.890.015;1.204.560.059;1.172.939.941;1.188.770.020;1.188.770.020;2029710000
19/02/2009;1.194.310.059;1.201.939.941;1.166.520.020;1.167.890.015;1.167.890.015;1991000000
20/02/2009;1.157.140.015;1.183.359.985;1.153.180.054;1.172.709.961;1.172.709.961;2526040000
23/02/2009;1.180.099.976;1.180.099.976;1.126.579.956;1.128.969.971;1.128.969.971;1977740000
24/02/2009;1.138.709.961;1.176.560.059;1.136.140.015;1.171.449.951;1.171.449.951;2339660000
25/02/2009;1.158.910.034;1.183.930.054;1.142.829.956;1.160.829.956;1.160.829.956;2345380000
26/02/2009;1.168.119.995;1.174.770.020;1.127.099.976;1.127.099.976;1.127.099.976;2301990000
27/02/2009;1.116.780.029;1.135.449.951;1.112.119.995;1.116.989.990;1.116.989.990;2393280000
02/03/2009;1.098.989.990;1.116.219.971;1.074.790.039;1.076.670.044;1.076.670.044;2033110000
03/03/2009;1.092.420.044;1.102.099.976;1.072.420.044;1.080.670.044;1.080.670.044;2338880000
04/03/2009;1.096.199.951;1.124.670.044;1.093.420.044;1.110.300.049;1.110.300.049;2305180000
05/03/2009;1.094.079.956;1.105.530.029;1.072.510.010;1.074.520.020;1.074.520.020;2325840000
06/03/2009;1.082.530.029;1.088.040.039;1.043.599.976;1.064.699.951;1.064.699.951;2443820000
09/03/2009;1.058.849.976;1.087.400.024;1.040.410.034;1.043.869.995;1.043.869.995;2037130000
10/03/2009;1.060.420.044;1.112.439.941;1.060.420.044;1.112.439.941;1.112.439.941;2359730000
11/03/2009;1.118.349.976;1.135.400.024;1.106.719.971;1.125.949.951;1.125.949.951;2169050000
12/03/2009;1.121.910.034;1.167.189.941;1.113.670.044;1.164.709.961;1.164.709.961;2392770000
13/03/2009;1.162.880.005;1.170.479.980;1.149.589.966;1.168.520.020;1.168.520.020;2022170000
16/03/2009;1.177.329.956;1.177.329.956;1.144.209.961;1.145.449.951;1.145.449.951;2099460000
17/03/2009;1.151.829.956;1.192.170.044;1.148.800.049;1.192.170.044;1.192.170.044;2073230000
18/03/2009;1.185.180.054;1.225.160.034;1.180.339.966;1.206.959.961;1.206.959.961;2764950000
19/03/2009;1.220.479.980;1.220.479.980;1.196.199.951;1.204.209.961;1.204.209.961;2323510000
20/03/2009;1.207.479.980;1.220.500.000;1.178.520.020;1.187.180.054;1.187.180.054;2394470000
23/03/2009;1.213.119.995;1.259.810.059;1.203.849.976;1.259.810.059;1.259.810.059;2172590000
24/03/2009;1.245.650.024;1.255.099.976;1.232.739.990;1.234.339.966;1.234.339.966;2009530000
25/03/2009;1.243.439.941;1.261.410.034;1.206.520.020;1.236.660.034;1.236.660.034;2431180000
26/03/2009;1.254.089.966;1.281.300.049;1.250.140.015;1.281.300.049;1.281.300.049;2535050000
27/03/2009;1.263.619.995;1.267.270.020;1.248.869.995;1.251.469.971;1.251.469.971;2071670000
30/03/2009;1.230.890.015;1.231.479.980;1.204.959.961;1.220.810.059;1.220.810.059;2020200000
31/03/2009;1.232.589.966;1.258.079.956;1.231.520.020;1.237.010.010;1.237.010.010;2157410000
01/04/2009;1.215.900.024;1.255.030.029;1.211.599.976;1.252.510.010;1.252.510.010;2256580000
02/04/2009;1.274.410.034;1.311.670.044;1.269.910.034;1.294.300.049;1.294.300.049;2833600000
03/04/2009;1.306.500.000;1.316.709.961;1.294.160.034;1.316.160.034;1.316.160.034;2113380000
06/04/2009;1.301.430.054;1.313.949.951;1.286.949.951;1.313.099.976;1.313.099.976;1998090000
07/04/2009;1.296.199.951;1.296.349.976;1.268.790.039;1.275.420.044;1.275.420.044;1854700000
08/04/2009;1.289.699.951;1.306.500.000;1.280.290.039;1.300.750.000;1.300.750.000;1837900000
09/04/2009;1.322.229.980;1.341.770.020;1.319.280.029;1.340.280.029;1.340.280.029;2165450000
13/04/2009;1.333.719.971;1.344.479.980;1.322.939.941;1.336.670.044;1.336.670.044;1824530000
14/04/2009;1.325.729.980;1.336.349.976;1.312.369.995;1.322.310.059;1.322.310.059;2253650000
15/04/2009;1.311.150.024;1.317.930.054;1.295.099.976;1.316.510.010;1.316.510.010;2042600000
16/04/2009;1.334.020.020;1.358.709.961;1.322.219.971;1.352.979.980;1.352.979.980;2390620000
17/04/2009;1.347.369.995;1.361.680.054;1.339.130.005;1.353.920.044;1.353.920.044;2418440000
20/04/2009;1.330.180.054;1.333.719.971;1.303.849.976;1.309.369.995;1.309.369.995;3061850000
21/04/2009;1.303.869.995;1.330.670.044;1.303.729.980;1.329.060.059;1.329.060.059;2422990000
22/04/2009;1.322.099.976;1.362.839.966;1.317.510.010;1.335.719.971;1.335.719.971;2657480000
23/04/2009;1.340.770.020;1.345.670.044;1.321.420.044;1.344.410.034;1.344.410.034;2463500000
24/04/2009;1.352.550.049;1.379.380.005;1.345.030.029;1.373.280.029;1.373.280.029;2547150000
27/04/2009;1.359.880.005;1.384.849.976;1.357.390.015;1.369.939.941;1.369.939.941;2203700000
28/04/2009;1.362.939.941;1.378.560.059;1.355.989.990;1.361.920.044;1.361.920.044;2080410000
29/04/2009;1.373.300.049;1.398.359.985;1.370.520.020;1.382.380.005;1.382.380.005;2385720000
30/04/2009;1.398.439.941;1.418.770.020;1.384.369.995;1.394.329.956;1.394.329.956;2871300000
01/05/2009;1.396.219.971;1.403.890.015;1.382.900.024;1.396.619.995;1.396.619.995;2165930000
04/05/2009;1.407.650.024;1.428.020.020;1.403.469.971;1.427.959.961;1.427.959.961;2524800000
05/05/2009;1.423.880.005;1.425.050.049;1.408.290.039;1.423.810.059;1.423.810.059;2538290000
06/05/2009;1.433.579.956;1.435.800.049;1.401.099.976;1.423.849.976;1.423.849.976;2966510000
07/05/2009;1.429.969.971;1.431.359.985;1.377.550.049;1.389.829.956;1.389.829.956;3299360000
08/05/2009;1.399.209.961;1.411.270.020;1.377.060.059;1.394.160.034;1.394.160.034;3206310000
11/05/2009;1.375.050.049;1.410.430.054;1.369.359.985;1.395.790.039;1.395.790.039;2543450000
12/05/2009;1.402.140.015;1.402.140.015;1.362.079.956;1.377.400.024;1.377.400.024;2475150000
13/05/2009;1.364.430.054;1.365.329.956;1.339.819.946;1.339.829.956;1.339.829.956;2356410000
14/05/2009;1.348.329.956;1.369.310.059;1.344.770.020;1.359.670.044;1.359.670.044;2162620000
15/05/2009;1.355.550.049;1.374.099.976;1.351.130.005;1.355.109.985;1.355.109.985;2057500000
18/05/2009;1.367.050.049;1.392.729.980;1.357.420.044;1.392.729.980;1.392.729.980;2023250000
19/05/2009;1.387.199.951;1.410.739.990;1.379.880.005;1.398.050.049;1.398.050.049;2076390000
20/05/2009;1.401.369.995;1.423.130.005;1.388.810.059;1.393.719.971;1.393.719.971;2261780000
21/05/2009;1.378.829.956;1.391.000.000;1.353.530.029;1.367.390.015;1.367.390.015;2206610000
22/05/2009;1.371.760.010;1.379.880.005;1.353.589.966;1.363.170.044;1.363.170.044;1619520000
26/05/2009;1.351.130.005;1.414.439.941;1.350.949.951;1.412.609.985;1.412.609.985;2095650000
27/05/2009;1.408.589.966;1.428.810.059;1.398.420.044;1.401.880.005;1.401.880.005;2118100000
28/05/2009;1.411.420.044;1.423.810.059;1.389.760.010;1.420.310.059;1.420.310.059;2189090000
29/05/2009;1.421.109.985;1.435.569.946;1.411.680.054;1.435.569.946;1.435.569.946;2465310000
01/06/2009;1.451.369.995;1.482.189.941;1.446.969.971;1.477.119.995;1.477.119.995;2600340000
02/06/2009;1.470.300.049;1.493.800.049;1.466.280.029;1.480.310.059;1.480.310.059;2611690000
03/06/2009;1.472.250.000;1.476.979.980;1.459.589.966;1.475.439.941;1.475.439.941;2246950000
04/06/2009;1.476.280.029;1.493.660.034;1.476.280.029;1.492.739.990;1.492.739.990;2468840000
05/06/2009;1.503.780.029;1.505.770.020;1.479.219.971;1.493.209.961;1.493.209.961;2310590000
08/06/2009;1.482.209.961;1.499.959.961;1.467.130.005;1.488.489.990;1.488.489.990;1972980000
09/06/2009;1.495.040.039;1.509.569.946;1.489.219.971;1.501.550.049;1.501.550.049;2140370000
10/06/2009;1.509.430.054;1.509.430.054;1.473.880.005;1.495.270.020;1.495.270.020;2347870000
11/06/2009;1.494.069.946;1.511.939.941;1.493.160.034;1.497.010.010;1.497.010.010;2463860000
12/06/2009;1.488.729.980;1.489.969.971;1.470.199.951;1.489.969.971;1.489.969.971;2013560000
15/06/2009;1.472.770.020;1.473.069.946;1.445.300.049;1.456.959.961;1.456.959.961;2154700000
16/06/2009;1.463.459.961;1.469.160.034;1.442.810.059;1.443.250.000;1.443.250.000;2227700000
17/06/2009;1.449.000.000;1.470.109.985;1.439.380.005;1.455.890.015;1.455.890.015;2523180000
18/06/2009;1.456.140.015;1.464.040.039;1.445.310.059;1.453.800.049;1.453.800.049;2067830000
19/06/2009;1.465.880.005;1.477.949.951;1.460.449.951;1.471.229.980;1.471.229.980;2864420000
22/06/2009;1.455.780.029;1.459.099.976;1.423.810.059;1.426.609.985;1.426.609.985;2318970000
23/06/2009;1.427.680.054;1.432.920.044;1.413.540.039;1.424.459.961;1.424.459.961;2152480000
24/06/2009;1.436.589.966;1.458.229.980;1.435.280.029;1.447.060.059;1.447.060.059;2150570000
25/06/2009;1.438.750.000;1.477.969.971;1.434.969.971;1.475.819.946;1.475.819.946;2227980000
26/06/2009;1.467.380.005;1.483.569.946;1.466.239.990;1.480.199.951;1.480.199.951;3989940000
29/06/2009;1.483.660.034;1.493.569.946;1.468.979.980;1.483.829.956;1.483.829.956;1981450000
30/06/2009;1.484.819.946;1.493.369.995;1.468.109.985;1.477.250.000;1.477.250.000;2044980000
01/07/2009;1.486.500.000;1.497.709.961;1.479.670.044;1.481.339.966;1.481.339.966;1971050000
02/07/2009;1.464.660.034;1.465.180.054;1.443.750.000;1.446.280.029;1.446.280.029;1923070000
06/07/2009;1.435.400.024;1.444.300.049;1.424.609.985;1.441.010.010;1.441.010.010;1970530000
07/07/2009;1.440.829.956;1.443.060.059;1.403.599.976;1.404.780.029;1.404.780.029;2027240000
08/07/2009;1.412.540.039;1.417.349.976;1.394.869.995;1.411.530.029;1.411.530.029;2467520000
09/07/2009;1.417.000.000;1.423.439.941;1.409.130.005;1.414.979.980;1.414.979.980;1868280000
10/07/2009;1.409.550.049;1.427.900.024;1.405.579.956;1.419.839.966;1.419.839.966;1658010000
13/07/2009;1.423.199.951;1.447.699.951;1.402.189.941;1.447.699.951;1.447.699.951;1899410000
14/07/2009;1.444.589.966;1.455.000.000;1.439.569.946;1.452.839.966;1.452.839.966;1856910000
15/07/2009;1.473.589.966;1.501.410.034;1.470.089.966;1.500.979.980;1.500.979.980;2543340000
16/07/2009;1.495.400.024;1.521.670.044;1.494.569.946;1.518.869.995;1.518.869.995;2072730000
17/07/2009;1.516.770.020;1.527.260.010;1.511.609.985;1.527.260.010;1.527.260.010;1876760000
20/07/2009;1.534.390.015;1.545.020.020;1.529.449.951;1.544.000.000;1.544.000.000;2046350000
21/07/2009;1.548.900.024;1.553.010.010;1.530.800.049;1.553.010.010;1.553.010.010;2205230000
22/07/2009;1.552.630.005;1.572.479.980;1.551.160.034;1.565.000.000;1.565.000.000;2306340000
23/07/2009;1.561.599.976;1.605.089.966;1.561.540.039;1.601.520.020;1.601.520.020;3021430000
24/07/2009;1.579.250.000;1.600.030.029;1.576.510.010;1.599.060.059;1.599.060.059;2232920000
27/07/2009;1.597.020.020;1.602.280.029;1.580.520.020;1.599.310.059;1.599.310.059;2141690000
28/07/2009;1.590.770.020;1.609.170.044;1.583.270.020;1.605.469.971;1.605.469.971;2206850000
29/07/2009;1.596.810.059;1.602.489.990;1.586.040.039;1.599.609.985;1.599.609.985;2072650000
30/07/2009;1.614.109.985;1.632.969.971;1.606.719.971;1.609.869.995;1.609.869.995;2525670000
31/07/2009;1.608.260.010;1.619.670.044;1.602.250.000;1.603.359.985;1.603.359.985;2190380000
03/08/2009;1.619.239.990;1.628.300.049;1.611.599.976;1.628.119.995;1.628.119.995;2155720000
04/08/2009;1.619.089.966;1.633.160.034;1.616.540.039;1.628.489.990;1.628.489.990;2235010000
05/08/2009;1.631.750.000;1.631.750.000;1.604.089.966;1.614.439.941;1.614.439.941;2353550000
06/08/2009;1.618.010.010;1.623.250.000;1.595.359.985;1.600.290.039;1.600.290.039;2408400000
07/08/2009;1.620.739.990;1.628.439.941;1.609.540.039;1.619.489.990;1.619.489.990;2323980000
10/08/2009;1.612.729.980;1.619.020.020;1.599.459.961;1.610.430.054;1.610.430.054;1844700000
11/08/2009;1.603.680.054;1.605.800.049;1.587.400.024;1.594.689.941;1.594.689.941;1915530000
12/08/2009;1.595.260.010;1.634.119.995;1.594.760.010;1.619.589.966;1.619.589.966;2140190000
13/08/2009;1.628.369.995;1.632.199.951;1.611.239.990;1.628.650.024;1.628.650.024;2084370000
14/08/2009;1.623.489.990;1.624.469.971;1.596.949.951;1.611.579.956;1.611.579.956;1923410000
17/08/2009;1.583.290.039;1.583.290.039;1.563.140.015;1.564.890.015;1.564.890.015;1924190000
18/08/2009;1.573.319.946;1.588.890.015;1.569.219.971;1.586.500.000;1.586.500.000;1749420000
19/08/2009;1.568.410.034;1.600.229.980;1.566.439.941;1.596.609.985;1.596.609.985;1977750000
20/08/2009;1.594.579.956;1.618.119.995;1.593.119.995;1.614.219.971;1.614.219.971;1958470000
21/08/2009;1.620.469.971;1.639.229.980;1.615.119.995;1.637.780.029;1.637.780.029;2259140000
24/08/2009;1.641.449.951;1.648.180.054;1.629.770.020;1.634.780.029;1.634.780.029;2046370000
25/08/2009;1.640.420.044;1.655.250.000;1.635.380.005;1.639.900.024;1.639.900.024;1936980000
26/08/2009;1.636.819.946;1.648.770.020;1.628.410.034;1.637.000.000;1.637.000.000;2037560000
27/08/2009;1.636.130.005;1.643.180.054;1.611.729.980;1.640.969.971;1.640.969.971;2140540000
28/08/2009;1.661.489.990;1.668.010.010;1.631.469.971;1.643.239.990;1.643.239.990;2340180000
31/08/2009;1.628.209.961;1.632.069.946;1.616.520.020;1.625.189.941;1.625.189.941;2256210000
01/09/2009;1.620.089.966;1.648.270.020;1.591.010.010;1.595.839.966;1.595.839.966;2778570000
02/09/2009;1.588.089.966;1.602.900.024;1.586.550.049;1.594.280.029;1.594.280.029;1974330000
03/09/2009;1.601.160.034;1.607.150.024;1.585.560.059;1.605.979.980;1.605.979.980;1853450000
04/09/2009;1.609.630.005;1.639.900.024;1.606.469.971;1.638.069.946;1.638.069.946;1722150000
08/09/2009;1.651.640.015;1.655.619.995;1.643.439.941;1.654.810.059;1.654.810.059;2037180000
09/09/2009;1.655.920.044;1.676.250.000;1.648.920.044;1.669.229.980;1.669.229.980;2493930000
10/09/2009;1.668.640.015;1.686.270.020;1.665.489.990;1.686.160.034;1.686.160.034;2451330000
11/09/2009;1.684.839.966;1.689.680.054;1.674.140.015;1.685.459.961;1.685.459.961;2318050000
14/09/2009;1.673.550.049;1.693.760.010;1.673.130.005;1.693.760.010;1.693.760.010;2157600000
15/09/2009;1.691.280.029;1.703.459.961;1.688.459.961;1.699.530.029;1.699.530.029;2372990000
16/09/2009;1.705.969.971;1.724.670.044;1.699.739.990;1.723.729.980;1.723.729.980;2707080000
17/09/2009;1.721.579.956;1.732.420.044;1.714.329.956;1.721.089.966;1.721.089.966;2615780000
18/09/2009;1.728.910.034;1.731.869.995;1.716.449.951;1.725.239.990;1.725.239.990;3023010000
21/09/2009;1.717.369.995;1.735.319.946;1.714.099.976;1.731.579.956;1.731.579.956;2408860000
22/09/2009;1.740.130.005;1.740.130.005;1.727.500.000;1.734.089.966;1.734.089.966;2490480000
23/09/2009;1.739.930.054;1.754.540.039;1.722.989.990;1.724.270.020;1.724.270.020;2683250000
24/09/2009;1.732.949.951;1.734.920.044;1.698.689.941;1.709.760.010;1.709.760.010;2607280000
25/09/2009;1.696.989.990;1.710.290.039;1.690.680.054;1.694.150.024;1.694.150.024;2363930000
28/09/2009;1.702.949.951;1.733.790.039;1.702.520.020;1.724.589.966;1.724.589.966;1890030000
29/09/2009;1.724.199.951;1.732.310.059;1.709.280.029;1.717.670.044;1.717.670.044;2062970000
30/09/2009;1.723.910.034;1.731.439.941;1.691.760.010;1.718.989.990;1.718.989.990;2640660000
01/10/2009;1.710.500.000;1.711.699.951;1.666.410.034;1.666.410.034;1.666.410.034;2708170000
02/10/2009;1.656.770.020;1.676.219.971;1.656.569.946;1.662.489.990;1.662.489.990;2448110000
05/10/2009;1.668.699.951;1.682.770.020;1.660.369.995;1.675.640.015;1.675.640.015;2156250000
06/10/2009;1.684.750.000;1.712.589.966;1.684.079.956;1.705.250.000;1.705.250.000;2413450000
07/10/2009;1.701.400.024;1.710.449.951;1.698.630.005;1.710.449.951;1.710.449.951;2220910000
08/10/2009;1.720.910.034;1.732.109.985;1.713.599.976;1.717.790.039;1.717.790.039;2366950000
09/10/2009;1.713.469.971;1.729.219.971;1.710.579.956;1.727.760.010;1.727.760.010;1936850000
12/10/2009;1.732.750.000;1.742.180.054;1.719.020.020;1.729.630.005;1.729.630.005;1784280000
13/10/2009;1.729.160.034;1.737.390.015;1.722.680.054;1.730.270.020;1.730.270.020;2020110000
14/10/2009;1.750.260.010;1.756.250.000;1.742.250.000;1.754.260.010;1.754.260.010;2348620000
15/10/2009;1.747.810.059;1.753.359.985;1.742.890.015;1.753.359.985;1.753.359.985;2140090000
16/10/2009;1.747.469.971;1.747.469.971;1.727.560.059;1.739.319.946;1.739.319.946;2209950000
19/10/2009;1.741.430.054;1.758.500.000;1.732.020.020;1.756.680.054;1.756.680.054;1970440000
20/10/2009;1.766.050.049;1.766.719.971;1.745.810.059;1.756.189.941;1.756.189.941;2110580000
21/10/2009;1.754.709.961;1.780.829.956;1.750.910.034;1.753.560.059;1.753.560.059;2565680000
22/10/2009;1.749.300.049;1.767.579.956;1.739.589.966;1.763.150.024;1.763.150.024;2265230000
23/10/2009;1.774.050.049;1.777.569.946;1.749.030.029;1.753.630.005;1.753.630.005;2441920000
26/10/2009;1.756.500.000;1.778.479.980;1.739.959.961;1.746.750.000;1.746.750.000;2316210000
27/10/2009;1.746.989.990;1.751.650.024;1.715.109.985;1.722.459.961;1.722.459.961;2384620000
28/10/2009;1.712.800.049;1.719.819.946;1.679.349.976;1.682.060.059;1.682.060.059;2769570000
29/10/2009;1.694.270.020;1.714.359.985;1.688.680.054;1.711.270.020;1.711.270.020;2301370000
30/10/2009;1.707.920.044;1.712.930.054;1.663.939.941;1.667.130.005;1.667.130.005;2610280000
02/11/2009;1.667.060.059;1.689.300.049;1.652.439.941;1.672.910.034;1.672.910.034;2408320000
03/11/2009;1.661.849.976;1.679.420.044;1.660.099.976;1.679.199.951;1.679.199.951;2061050000
04/11/2009;1.687.119.995;1.701.469.971;1.678.170.044;1.680.670.044;1.680.670.044;2217520000
05/11/2009;1.700.069.946;1.722.930.054;1.697.939.941;1.721.089.966;1.721.089.966;2209690000
06/11/2009;1.709.819.946;1.733.219.971;1.709.439.941;1.730.760.010;1.730.760.010;1829150000
09/11/2009;1.743.550.049;1.768.410.034;1.742.969.971;1.768.400.024;1.768.400.024;2004700000
10/11/2009;1.765.520.020;1.777.859.985;1.763.890.015;1.773.170.044;1.773.170.044;1997240000
11/11/2009;1.784.900.024;1.793.520.020;1.772.469.971;1.782.949.951;1.782.949.951;1851790000
12/11/2009;1.784.689.941;1.794.119.995;1.769.640.015;1.773.140.015;1.773.140.015;2212370000
13/11/2009;1.780.040.039;1.793.170.044;1.773.290.039;1.788.609.985;1.788.609.985;1876220000
16/11/2009;1.794.880.005;1.814.250.000;1.793.630.005;1.807.560.059;1.807.560.059;2105020000
17/11/2009;1.802.040.039;1.812.209.961;1.797.739.990;1.812.209.961;1.812.209.961;1887240000
18/11/2009;1.807.109.985;1.807.530.029;1.789.660.034;1.801.739.990;1.801.739.990;1990220000
19/11/2009;1.788.750.000;1.789.000.000;1.761.109.985;1.773.189.941;1.773.189.941;2208700000
20/11/2009;1.760.540.039;1.768.349.976;1.758.000.000;1.764.390.015;1.764.390.015;1962760000
23/11/2009;1.782.920.044;1.801.219.971;1.782.910.034;1.792.939.941;1.792.939.941;1840170000
24/11/2009;1.791.540.039;1.792.180.054;1.776.099.976;1.786.250.000;1.786.250.000;1858490000
25/11/2009;1.790.689.941;1.795.270.020;1.786.869.995;1.793.670.044;1.793.670.044;1398610000
27/11/2009;1.743.390.015;1.779.260.010;1.742.199.951;1.765.459.961;1.765.459.961;971990000
30/11/2009;1.762.989.990;1.770.869.995;1.750.880.005;1.767.430.054;1.767.430.054;1986050000
01/12/2009;1.782.849.976;1.798.479.980;1.782.849.976;1.787.709.961;1.787.709.961;2151300000
02/12/2009;1.791.609.985;1.805.969.971;1.786.229.980;1.790.819.946;1.790.819.946;2068920000
03/12/2009;1.795.250.000;1.806.349.976;1.781.760.010;1.782.910.034;1.782.910.034;2001660000
04/12/2009;1.808.599.976;1.815.599.976;1.773.310.059;1.791.910.034;1.791.910.034;2305950000
07/12/2009;1.791.349.976;1.797.630.005;1.779.469.971;1.783.650.024;1.783.650.024;1878980000
08/12/2009;1.772.390.015;1.786.040.039;1.760.859.985;1.772.729.980;1.772.729.980;1981800000
09/12/2009;1.770.050.049;1.791.130.005;1.759.339.966;1.789.699.951;1.789.699.951;1906210000
10/12/2009;1.799.849.976;1.808.229.980;1.797.030.029;1.799.369.995;1.799.369.995;1946370000
11/12/2009;1.808.839.966;1.810.310.059;1.784.819.946;1.792.060.059;1.792.060.059;1754430000
14/12/2009;1.802.280.029;1.810.750.000;1.794.300.049;1.809.089.966;1.809.089.966;1841890000
15/12/2009;1.801.579.956;1.813.380.005;1.793.599.976;1.798.209.961;1.798.209.961;1946960000
16/12/2009;1.805.530.029;1.814.489.990;1.798.520.020;1.800.819.946;1.800.819.946;2022440000
17/12/2009;1.791.459.961;1.794.790.039;1.777.079.956;1.778.270.020;1.778.270.020;1904840000
18/12/2009;1.794.119.995;1.808.260.010;1.790.140.015;1.807.359.985;1.807.359.985;2848410000
21/12/2009;1.818.390.015;1.835.000.000;1.818.390.015;1.828.790.039;1.828.790.039;1808830000
22/12/2009;1.833.719.971;1.841.640.015;1.832.099.976;1.839.510.010;1.839.510.010;1724200000
